,Signal_Upper,coverage_naive,coverage_split50,coverage_split67,coverage_split33,coverage_posi50,coverage_posi67,coverage_posi33,length_naive,length_split50,length_split67,length_split33,length_posi50,length_posi67,length_posi33,nnz_naive,nnz_split50,nnz_split67,nnz_split33,nnz_posi50,nnz_posi67,nnz_posi33,tp_naive,tp_split50,tp_split67,tp_split33,tp_posi50,tp_posi67,tp_posi33,tn_naive,tn_split50,tn_split67,tn_split33,tn_posi50,tn_posi67,tn_posi33,fp_naive,fp_split50,fp_split67,fp_split33,fp_posi50,fp_posi67,fp_posi33,fn_naive,fn_split50,fn_split67,fn_split33,fn_posi50,fn_posi67,fn_posi33,posttp_naive,posttp_split50,posttp_split67,posttp_split33,posttp_posi50,posttp_posi67,posttp_posi33,posttn_naive,posttn_split50,posttn_split67,posttn_split33,posttn_posi50,posttn_posi67,posttn_posi33,postfp_naive,postfp_split50,postfp_split67,postfp_split33,postfp_posi50,postfp_posi67,postfp_posi33,postfn_naive,postfn_split50,postfn_split67,postfn_split33,postfn_posi50,postfn_posi67,postfn_posi33,msetarget_naive,msetarget_split50,msetarget_split67,msetarget_split33,msetarget_posi50,msetarget_posi67,msetarget_posi33,msetruth_naive,msetruth_split50,msetruth_split67,msetruth_split33,msetruth_posi50,msetruth_posi67,msetruth_posi33,runtime_naive,runtime_split50,runtime_split67,runtime_split33,runtime_posi50,runtime_posi67,runtime_posi33,postcoverage_naive,postcoverage_split50,postcoverage_split67,postcoverage_split33,postcoverage_posi50,postcoverage_posi67,postcoverage_posi33,cseed
222,1.5,0.6666666666666666,0.9117647058823529,1.0,0.9038461538461539,0.9183673469387755,0.8888888888888888,0.8311688311688312,10.246142264992404,15.215435292760818,18.623849193140195,13.456252556971622,14.547521127629594,17.55531575073453,12.042206848281893,9,34,19,52,49,18,77,9,12,9,9,9,9,12,88,66,78,45,48,79,23,0,22,10,43,40,9,65,3,0,3,3,3,3,0,5,4,1,5,5,4,5,88,87,88,85,84,87,80,0,1,0,3,4,1,8,7,8,11,7,7,8,7,21.705170024040655,17.41654416151576,14.9237567349283,15.194408460661899,18.90854847301677,33.71735380779145,14.583525824162912,2.114184593878205,5.921625014915356,2.943999057138051,8.035421217678417,9.314027569588465,6.269502491558322,11.229314884605447,0.08609878807328641,0.2690487951040268,0.1560499300248921,3.7872871009167284,20230.200843314873,5227.751568487147,24147.713355856948,0.06,0.31,0.19,0.47,0.44,0.17,0.64,2208
223,1.5,0.7857142857142857,0.8723404255319149,0.7941176470588235,0.8771929824561403,0.890625,0.8823529411764706,0.8488372093023255,10.245056006579533,15.59977185898989,19.299437955189102,13.537691741801979,14.587471005105217,17.51935046764206,12.34699611102255,14,47,34,57,64,34,86,9,12,9,9,12,9,9,83,53,63,40,36,63,11,5,35,25,48,52,25,77,3,0,3,3,0,3,3,6,5,1,3,4,3,4,87,82,83,84,84,85,75,1,6,5,4,4,3,13,6,7,11,9,8,9,8,17.086193086909265,24.793384029207694,52.63225858658393,16.400990591394837,22.803415812892553,28.629250883250315,16.346603194695838,2.4713960599485016,11.652890493727622,18.014655070888622,9.412145537103525,14.594186120251218,9.833181651202395,13.904024500832552,1.7084808079525828,5.41491155908443,3.691243694862351,7.22495026118122,32515.435669152066,9246.770443043904,11728.622974419035,0.11,0.41,0.27,0.51,0.57,0.3,0.73,2209
224,1.5,0.9166666666666666,0.9375,0.8823529411764706,0.9056603773584906,0.8888888888888888,0.9259259259259259,0.9491525423728814,10.274305105506343,15.329904531101583,18.50099227884098,13.390715676508222,14.599663563951468,17.701267803085692,12.41693823883722,12,32,17,53,36,27,59,12,12,12,8,12,12,8,88,68,83,43,64,73,37,0,20,5,45,24,15,51,0,0,0,4,0,0,4,7,6,3,6,4,4,5,88,86,88,83,85,87,85,0,2,0,5,3,1,3,5,6,9,6,8,8,7,9.15859021838282,20.916039881760888,30.261656394528313,14.662323693509004,18.847761654200294,23.92860673869431,13.179587392339918,1.099030826205937,6.693132762163485,5.144481587069811,9.664581189960291,6.785194195512101,6.460723819447467,9.150505332926466,1.3643268991727382,4.021597540937364,2.3073906269855797,6.450117914006114,18446.118482307065,9462.078923308989,19682.412002874073,0.11,0.3,0.15,0.47,0.32,0.25,0.56,2210
225,1.5,0.7586206896551724,0.8518518518518519,0.9459459459459459,0.9230769230769231,0.873015873015873,0.84375,0.8666666666666667,10.380651034807654,16.081994294936933,19.43985404827998,13.41887143190213,13.81141784687079,16.74222209809544,12.47810255372291,29,54,37,52,63,32,75,9,12,12,7,9,12,12,68,46,63,43,34,68,25,20,42,25,45,54,20,63,3,0,0,5,3,0,0,7,3,4,2,5,3,5,82,80,86,83,83,84,81,6,8,2,5,5,4,7,5,9,8,10,7,9,7,12.96927605310691,25.826958675982223,24.87592055550291,14.518463566322753,19.13577421651735,24.065493817480537,16.680154562967665,3.9361982796914345,13.946557685030402,9.204090605536074,13.231819523097604,12.362166470324183,7.700958021593772,12.510115922225758,0.33688469999469817,0.2529006719123572,0.21818392886780202,0.23662496195174754,355.91136552696116,406.51809210912324,742.953003012808,0.22,0.46,0.35,0.45,0.55,0.27,0.65,2211
226,1.5,1.0,0.9512195121951219,0.9259259259259259,0.8387096774193549,0.8983050847457628,0.9032258064516129,0.8947368421052632,10.250329536035274,15.613300386176824,18.996056262205645,13.777240423334092,14.13828433468083,16.931801944590195,12.284955053128241,9,41,27,62,59,31,57,9,9,12,12,9,12,12,88,56,73,38,38,69,43,0,32,15,50,50,19,45,3,3,0,0,3,0,0,7,2,3,6,5,4,6,88,86,86,79,85,86,82,0,2,2,9,3,2,6,5,10,9,6,7,8,6,5.8773442503159945,16.702607624606454,24.617575185210043,20.4241825835458,13.631027178690875,19.896889308019468,13.536156066078345,0.6948624583773477,7.067670427604031,6.646745300006714,12.662993201798404,8.308500904555503,6.168035685486038,7.715608957664658,0.47547906707040966,1.2846716148778796,0.9508842800278217,2.0772675089538097,29106.841503995936,8686.567032728111,13691.923408492003,0.09,0.39,0.25,0.52,0.55,0.28,0.51,2212
227,1.5,0.8333333333333334,0.875,0.9411764705882353,0.9682539682539683,0.9444444444444444,0.9523809523809523,0.9156626506024096,10.220092183452651,14.834769476531417,18.638398473010017,13.739847611484533,13.962726342990537,16.993601648726624,12.335475012706775,12,16,17,63,36,21,83,9,9,9,12,9,9,9,85,81,80,37,61,76,14,3,7,8,51,27,12,74,3,3,3,0,3,3,3,8,3,5,6,4,3,5,87,87,88,86,86,88,81,1,1,0,2,2,0,7,4,9,7,6,8,9,7,12.000583059609832,16.259657296665008,31.572492776332084,12.964733433788952,14.162407111737593,17.998265019035472,12.284628110946917,1.4924895489348828,2.5408083239497326,5.4908667892368905,8.167782063287044,5.126204299621475,3.8400784472475427,10.035041595512423,0.4485574900172651,0.8049518899060786,0.8612766340374947,2.4014683610294014,5560.3621963500045,3073.0181364140008,6129.684570482001,0.1,0.14,0.16,0.61,0.33,0.2,0.76,2213
228,1.5,0.7619047619047619,0.9615384615384616,0.8913043478260869,0.8850574712643678,0.8260869565217391,0.9411764705882353,0.7439024390243902,10.352941611183015,15.967246907860824,20.144339726525995,14.249226700356013,14.489912248315735,17.057821257155865,11.675245290112805,21,52,46,87,46,34,82,9,5,9,12,9,12,5,76,41,51,13,51,66,11,12,47,37,75,37,22,77,3,7,3,0,3,0,7,6,3,2,6,4,5,4,86,85,83,81,82,87,69,2,3,5,7,6,1,19,6,9,10,6,8,7,8,15.676414859001454,18.609040490318996,33.7850009997961,23.28461072572524,25.103440139348834,24.46816619198224,21.71862798698933,3.477181686157176,11.832035766367706,16.031625200901672,20.257611331380957,11.54286371301545,8.319176505273967,19.505686116667597,2.6214645898435265,6.992767345858738,5.447152143809944,7.376430056989193,20341.98577018082,13370.3377786309,18182.423339941073,0.17,0.49,0.41,0.77,0.38,0.32,0.61,2214
229,1.5,0.9166666666666666,0.926829268292683,0.9310344827586207,0.935064935064935,0.9090909090909091,0.875,0.9420289855072463,10.214100773383814,15.478625152488283,19.036385308690363,13.985438782233285,14.724239642557626,16.98049730951091,12.40851084794178,12,41,29,77,44,16,69,9,9,12,9,9,9,9,85,56,71,20,53,81,28,3,32,17,68,35,7,60,3,3,0,3,3,3,3,4,4,2,5,5,2,5,87,86,86,83,84,87,84,1,2,2,5,4,1,4,8,8,10,7,7,10,7,6.940867976590291,19.21058798572187,28.730122852538948,15.415499676536257,17.196063138087787,28.021030536268004,16.013743082676005,0.9465747165584573,7.768195577207224,8.331735627236299,11.750022763220894,7.719111880067978,4.595600479010403,11.029859575759122,0.6563088069669902,3.620201281970367,2.361638578819111,5.020263059064746,19897.884520572843,4427.032154534012,22664.075634927955,0.11,0.39,0.27,0.72,0.39,0.14,0.65,2215
230,1.5,0.7692307692307693,0.8611111111111112,0.8666666666666667,0.8615384615384616,0.8444444444444444,0.8787878787878788,0.8688524590163934,10.210669262727922,15.343843267837599,21.345275868914552,13.746838174756189,13.883298607918785,17.101986343917574,12.26490437984718,13,36,60,65,45,33,61,5,5,9,9,8,8,12,80,57,37,32,51,63,39,8,31,51,56,37,25,49,7,7,3,3,4,4,0,3,2,1,2,3,3,2,85,83,81,81,81,84,80,3,5,7,7,7,4,8,9,10,11,10,9,9,10,17.507903538491508,25.605274265618196,50.49147974415066,21.680824119366367,22.278973882995746,21.356205215486096,19.113537898950288,3.6984512372489213,9.582321590866462,30.821879496214887,13.959052398305968,11.509698612915772,8.404118159904144,11.65925811835968,0.7502346781548113,3.101370873861015,6.04231374990195,7.7381740510463715,20115.907773612067,12459.198477641912,15279.80411820393,0.1,0.31,0.52,0.56,0.37,0.29,0.53,2216
231,1.5,0.7878787878787878,0.8904109589041096,0.8846153846153846,0.8953488372093024,0.85,0.9473684210526315,0.7941176470588235,10.532282739226645,16.67829906451364,20.764846692958017,14.31547063744796,13.496883325419066,17.03468241315622,12.045650819200633,33,73,52,86,80,38,68,9,9,9,9,9,9,12,64,24,45,11,17,59,32,24,64,43,77,71,29,56,3,3,3,3,3,3,0,6,3,1,4,7,5,5,83,81,83,81,78,86,77,5,7,5,7,10,2,11,6,9,11,8,5,7,7,18.91996618438432,26.853502680209886,34.86883682096202,18.755524012357117,19.572789040012363,16.673734149753123,19.343474456083168,6.499138441718047,19.725423870205578,18.325982486885163,16.400885480005364,15.844761455120933,6.581766744333183,13.153562630136548,2.68220090912655,11.069035734049976,7.379876425024122,17.732834283960983,36741.78233454586,8840.022567862878,11112.44947679597,0.25,0.65,0.47,0.78,0.67,0.36,0.54,2217
232,1.5,0.7407407407407407,0.8703703703703703,0.7837837837837838,0.8769230769230769,0.8695652173913043,0.75,0.7611940298507462,10.432473268863305,16.16936631867866,19.66144133988197,13.722818837058043,14.192294444772301,16.845003814161537,12.169618422406696,27,54,37,65,46,40,67,12,12,9,8,12,12,12,73,46,60,31,54,60,33,15,42,28,57,34,28,55,0,0,3,4,0,0,0,7,6,3,4,6,5,5,84,81,82,81,83,85,76,4,7,6,7,5,3,12,5,6,9,8,6,7,7,18.18390599823782,26.57410202543092,50.931202769779496,21.572116417942908,22.57475876939447,39.99412533056186,21.672112096334118,4.9096546195242174,14.35001509373271,19.298037428423537,15.688176187465794,10.384389033921455,15.997650132224729,14.520315104543855,0.17178956302814186,0.20115766790695488,0.27328660199418664,0.24100162298418581,312.4583888570778,442.3025113658514,550.759834210854,0.2,0.47,0.28,0.57,0.4,0.3,0.51,2218
233,1.5,0.6470588235294118,0.9264705882352942,0.8333333333333334,0.9230769230769231,0.8305084745762712,0.9285714285714286,0.8513513513513513,10.38509351756142,16.78270915884395,19.80316128003157,14.177234873133983,14.344735690746022,17.313436873362328,12.586004210445418,17,68,42,78,59,42,74,9,9,9,9,12,9,12,80,29,55,19,41,55,26,8,59,33,69,47,33,62,3,3,3,3,0,3,0,5,5,1,4,3,1,5,83,84,84,82,80,86,79,5,4,4,6,8,2,9,7,7,11,8,9,11,7,21.4209860149758,17.287867255220203,61.35989677284189,16.895512893001985,24.220202951112835,16.630472831500843,18.67720858469731,3.8403412113265336,12.030168368727013,26.10008806335859,13.348132866007303,14.289919741156574,7.132619806737418,13.821134352676006,1.71003189496696,9.96239734091796,6.50726770889014,10.032076682895422,28933.503336983034,11450.355404929025,14896.990967329824,0.11,0.63,0.35,0.71,0.49,0.39,0.63,2219
234,1.5,1.0,0.9285714285714286,0.8918918918918919,0.9318181818181818,0.94,0.9545454545454546,0.88,10.217063139230646,15.097861015035333,19.608712533539812,13.318779727817365,14.261125997170945,16.909328745373376,12.34936678601419,9,28,37,44,50,22,75,9,9,9,12,9,9,9,88,69,60,56,47,75,22,0,19,28,32,41,13,66,3,3,3,0,3,3,3,6,2,5,6,4,5,7,88,87,86,86,87,88,78,0,1,2,2,1,0,10,6,10,7,6,8,7,5,5.310061420692234,25.459508156924702,37.72436878060825,10.897385490734626,15.816817784826078,20.734771271856612,12.719495586637148,0.6172824092258021,7.164014876771719,13.909756133989159,4.79484961592324,8.022016105591499,4.5568204588029895,9.89324054389729,0.8456678627990186,4.259272666880861,4.88483490399085,6.144754777895287,19217.488711750135,4413.73034781497,27148.58109710808,0.09,0.26,0.33,0.41,0.47,0.21,0.65,2220
235,1.5,0.65,0.90625,0.96875,0.8,0.8775510204081632,0.9411764705882353,0.8181818181818182,10.339229313231057,16.34872344009995,19.31282703572838,13.421803893566796,14.612327799081676,16.732220348730767,12.13906992050504,20,64,32,45,49,34,77,9,9,9,9,9,9,12,77,33,65,52,48,63,23,11,55,23,36,40,25,65,3,3,3,3,3,3,0,5,3,1,4,4,2,5,85,83,88,82,81,86,77,3,5,0,6,7,2,11,7,9,11,8,8,10,7,22.885253845558825,25.441202812297348,27.67433429096603,23.424123363498435,20.250061719887977,27.256764760173724,18.048135394035587,4.7493658589543815,16.521917944259357,9.419901348127526,10.649250693931794,10.112609637096163,9.499109846631757,13.897064253407393,1.470238181995228,6.220095350872725,2.468612377997488,4.847674764925614,27304.843366343062,9085.7520169341,16462.861851115013,0.13,0.58,0.31,0.36,0.42,0.32,0.63,2221
236,1.5,0.8181818181818182,0.8536585365853658,0.9333333333333333,0.921875,0.8604651162790697,0.9090909090909091,0.8923076923076924,10.366773111357539,15.328024322631835,20.03143406796898,13.70389404213203,14.018358689636937,17.271859983850895,12.501207872235499,22,41,45,64,43,33,65,9,5,12,5,12,5,12,75,52,55,29,57,60,35,13,36,33,59,31,28,53,3,7,0,7,0,7,0,5,3,0,4,5,3,6,84,84,85,85,82,85,84,4,4,3,3,6,3,4,7,9,12,8,7,9,6,13.6367961684315,21.0547275464528,29.48917630773648,15.496039225648936,18.688755716576452,29.216135088250997,13.100023595440598,3.1038350521497744,9.94064346853228,13.270129338481423,11.964128903249243,8.036164958127872,10.950097709512583,8.515015337036386,0.43929653498344123,0.4668304231017828,0.6208576648496091,0.6901130150072277,3688.117189363111,3915.1459261761047,6580.757192295045,0.18,0.36,0.42,0.6,0.37,0.29,0.58,2222
237,1.5,0.8148148148148148,0.8852459016393442,0.9285714285714286,0.922077922077922,0.84,0.9487179487179487,0.8382352941176471,10.461841568524058,16.389890494675427,19.921569946978202,14.19400603106585,14.19278801640989,17.217320479472118,12.023913469539973,27,61,42,77,50,39,68,9,9,9,12,12,12,12,70,36,55,23,50,61,32,18,52,33,65,38,27,56,3,3,3,0,0,0,0,8,3,1,6,5,2,8,83,83,85,83,84,86,79,5,5,3,5,4,2,9,4,9,11,6,7,10,4,14.480653879933095,26.12959434485706,29.143112170132373,14.338875814788246,22.094751739163787,24.3185383400241,14.622596284913639,4.082099640927072,15.766855325224915,12.631389698422424,11.040934377386948,11.047375869581893,9.484229952609402,9.943365473741276,4.081853250041604,9.647864521015435,6.916334841866046,14.016005878103897,23597.598452109843,14256.768492000876,14303.354348615976,0.22,0.54,0.39,0.71,0.42,0.37,0.57,2223
238,1.5,0.8333333333333334,0.9180327868852459,0.8292682926829268,0.8840579710144928,0.8529411764705882,0.9,0.8395061728395061,10.152975461117174,16.393847828270545,19.98890957716375,13.881128893408185,14.02171283949589,17.312537043190755,12.104967674894615,12,61,41,69,68,30,81,9,12,9,9,9,9,12,85,39,56,28,29,67,19,3,49,32,60,59,21,69,3,0,3,3,3,3,0,6,5,3,2,3,3,4,87,83,81,81,78,87,78,1,5,7,7,10,1,10,6,7,9,10,9,9,8,13.14989487614738,21.02671749698077,52.918844561026766,19.294310005548258,19.184430040359143,25.287370586825606,17.379891000336727,1.7408032504047515,12.826297673158273,22.142939469579424,13.457358355202441,13.227997825255782,7.582782860087888,14.077711710272748,0.9348048649262637,5.787473452044651,4.4420470299664885,9.41558134299703,29944.516727779992,8776.035008665174,16344.571943243966,0.1,0.56,0.33,0.6,0.57,0.27,0.68,2224
239,1.5,0.875,0.9215686274509803,0.9714285714285714,0.9459459459459459,0.821917808219178,0.9714285714285714,0.8809523809523809,10.250009675314239,15.921991078073265,19.474345503753128,14.00488099595769,13.63460359592896,16.37906561879538,12.372056778640573,16,51,35,74,73,35,84,12,12,12,12,12,12,8,84,49,65,26,27,65,12,4,39,23,62,61,23,76,0,0,0,0,0,0,4,7,4,2,5,6,3,5,87,85,87,85,79,87,78,1,3,1,3,9,1,10,5,8,10,7,6,9,7,14.697360485339576,24.334631936518655,23.05995572226717,13.842422896907644,23.45147687152952,21.2675018078982,16.95550406596891,2.3515776776543316,12.410662287624524,8.070984502793507,10.24339294371166,17.119578116216548,7.443625632764374,15.395341079685652,1.169460151111707,7.244596525095403,3.478529199026525,8.149924912955612,37807.2627710558,9647.653541236883,12035.200720374938,0.14,0.47,0.34,0.7,0.6,0.34,0.73,2225
240,1.5,0.7647058823529411,0.8823529411764706,0.8571428571428571,0.8961038961038961,0.9166666666666666,0.8478260869565217,0.7590361445783133,10.529956701771164,16.052149631982928,19.639002038617157,14.07539337371548,13.961484107369836,16.711761136542133,12.557575107626676,34,51,35,77,48,46,83,9,12,9,12,12,12,12,63,49,62,23,52,54,17,25,39,26,65,36,34,71,3,0,3,0,0,0,0,5,5,3,6,5,6,7,83,83,84,81,85,82,71,5,5,4,7,3,6,17,7,7,9,6,7,6,5,16.999485436943214,19.339838612990572,40.22033575927227,18.40205029104999,17.31434644101864,31.23482102828136,21.129554527219778,6.062358416201653,9.863317692625188,14.483271743042586,14.169578724108485,8.310886291688943,14.368017673009435,17.537530257592415,5.0279049458913505,8.154273351887241,4.90922015090473,10.90642276708968,19120.654844596982,14314.913801369956,21414.486620215932,0.26,0.45,0.3,0.69,0.44,0.39,0.63,2226
241,1.5,0.9285714285714286,0.9242424242424242,0.9545454545454546,0.9242424242424242,0.9142857142857143,0.9259259259259259,0.7926829268292683,10.28960085458294,16.536786839026913,20.200082616394702,13.748776152313107,13.901097055657031,17.562658319536496,12.450612883434955,14,66,44,66,70,27,82,9,9,9,9,9,9,9,83,31,53,31,27,70,15,5,57,35,57,61,18,73,3,3,3,3,3,3,3,7,6,3,4,5,4,7,87,83,87,83,81,86,71,1,5,1,5,7,2,17,5,6,9,8,7,8,5,9.800799729415818,20.43160479051846,27.150537203574807,14.846149497317642,21.55966184435479,26.355723692896305,20.400931611168094,1.5210515103933824,13.573807926898398,12.019095303952026,10.156361883727039,15.529772475743432,7.406822729993147,17.074502207244308,0.7414415590465069,8.298105532070622,7.534469445003197,9.835568330949172,26369.801882478874,6131.606180100935,21969.490755253006,0.13,0.61,0.42,0.61,0.63,0.25,0.64,2227
242,1.5,0.6666666666666666,0.9433962264150944,0.782608695652174,0.863013698630137,0.8275862068965517,0.7857142857142857,0.7457627118644068,10.41075193501986,16.08730763975009,18.768980359729483,14.016616886597408,14.015888296789552,17.46539889719486,12.419341295374602,18,53,23,73,58,14,59,9,5,9,5,9,9,9,79,40,74,20,39,83,38,9,48,14,68,49,5,50,3,7,3,7,3,3,3,6,3,4,3,6,4,6,86,86,85,79,79,87,78,2,2,3,9,9,1,10,6,9,8,9,6,8,6,21.08181581392852,21.901864978831096,52.286054880240734,22.574084256792442,24.910731470766375,35.53210229768799,21.42295674394242,3.8107579667397555,13.0198550323961,11.828610171280175,17.71105551401628,14.684608796025378,5.126156418700212,12.739643052398623,1.198635868029669,4.131752262124792,1.4087570148985833,4.6071946779266,27523.60592348897,1808.549237064086,17001.939509357093,0.13,0.5,0.18,0.63,0.47,0.11,0.44,2228
243,1.5,0.7777777777777778,0.9180327868852459,0.8857142857142857,0.8939393939393939,0.8378378378378378,0.9069767441860465,0.8275862068965517,10.39847512962798,16.42954791057775,19.26849260071802,13.871002716736283,13.91279379944297,17.278193025526672,12.054525847953345,27,61,35,66,74,43,87,9,9,9,9,9,9,9,70,36,62,31,23,54,10,18,52,26,57,65,34,78,3,3,3,3,3,3,3,6,5,3,4,3,5,3,83,83,84,82,78,84,73,5,5,4,6,10,4,15,6,7,9,8,9,7,9,15.708265179114598,17.821199195713625,37.80126303706553,20.95809810298461,24.033290829331676,27.66144714538149,18.241959877742914,4.365375201986995,11.124483817279653,13.171759590321065,14.04942912091616,17.87363373634082,11.995917302651364,15.97007317186108,3.9865382090210915,7.771318874089047,3.7308017909526825,7.960362078854814,35902.17413905612,9127.814454782056,12888.225982632954,0.21,0.56,0.31,0.59,0.62,0.39,0.72,2229
244,1.5,0.75,0.9152542372881356,0.9024390243902439,0.8571428571428571,0.9183673469387755,0.8372093023255814,0.8641975308641975,10.25737265304004,15.868999453506218,20.03502232846911,13.244316245013655,13.83629003970475,17.063507401303987,12.042453883096623,16,59,41,42,49,43,81,8,12,12,8,12,8,12,80,41,59,54,51,53,19,8,47,29,34,37,35,69,4,0,0,4,0,4,0,5,5,1,4,2,4,5,84,83,85,83,84,83,78,4,5,3,5,4,5,10,7,7,11,8,10,8,7,16.69242064977133,18.250218228998516,45.09594612504608,21.67415183618206,13.50517009005102,36.56579117938427,15.707800426828545,4.15437106403548,10.767628755109127,18.489337911268887,9.961445599259688,6.617533344125002,16.896937533250803,12.723318345731123,0.8566225150134414,4.638581634964794,5.39798968215473,4.342605298850685,23058.03197905398,15558.491923725,16822.612368405797,0.12,0.54,0.37,0.36,0.45,0.37,0.7,2230
245,1.5,0.9047619047619048,1.0,0.975609756097561,0.9375,0.9433962264150944,0.8461538461538461,0.8,10.427643576102204,16.079411075102232,20.117496430140747,13.730304356154083,14.222993123660165,16.84500570220678,12.39892614814101,21,51,41,64,53,52,70,9,9,9,12,9,12,9,76,46,56,36,44,48,27,12,42,32,52,44,40,61,3,3,3,0,3,0,3,7,5,4,3,4,4,5,86,88,87,85,85,82,77,2,0,1,3,3,6,11,5,7,8,9,8,8,7,9.382855413548969,13.251216304805736,19.885706260137468,11.731912838026062,14.0954533116018,37.12076501546862,20.087454971544553,2.076239379223063,6.724510880877407,8.858939678163065,7.50842421633668,7.672344009178827,19.302797808043685,14.061625033986575,2.252697652904317,4.7007333289366215,4.318169086938724,6.685542758088559,12189.609030750114,23025.809641592903,17529.328111875104,0.19,0.51,0.4,0.6,0.5,0.44,0.56,2231
246,1.5,0.7368421052631579,0.8888888888888888,0.90625,0.8333333333333334,0.8936170212765957,0.8461538461538461,0.9156626506024096,10.36319848008695,16.075572777138458,19.67461029821478,13.302366488645992,13.701922565604198,17.111779847007625,12.270137949709833,19,54,32,42,47,39,83,9,12,9,12,9,9,12,78,46,65,58,50,58,17,10,42,23,30,38,30,71,3,0,3,0,3,3,0,6,4,2,6,6,4,7,85,84,86,84,83,85,82,3,4,2,4,5,3,6,6,8,10,6,6,8,5,18.32601359364479,25.673275585673217,37.58209701076849,22.372843077248024,19.02639194980536,34.33258136649096,17.30766721913653,3.6907049596066823,13.86356881626354,12.2446819829114,9.396594092444177,9.040538998690458,13.621356262463328,14.365363791883315,1.7182722799479961,10.0145154572092,6.457971232011914,4.5197392699774355,18260.96880691196,13700.21981164487,18862.703930940013,0.14,0.48,0.29,0.35,0.41,0.34,0.76,2232
247,1.5,0.7857142857142857,0.9047619047619048,0.95,0.9069767441860465,0.8275862068965517,0.8888888888888888,0.8591549295774648,10.202610085540757,16.449655765560294,18.430010794700152,13.097977344600485,13.955578144256865,17.440401758286107,11.9769675780028,14,63,20,43,58,27,71,9,12,8,9,12,9,12,83,37,76,54,42,70,29,5,51,12,34,46,18,59,3,0,4,3,0,3,0,6,2,1,4,2,4,7,85,84,88,85,79,85,79,3,4,0,3,9,3,9,6,10,11,8,10,8,5,10.60469687647344,20.813779061515405,21.638953638055714,11.134416082350315,22.545348246735248,23.20954457305532,15.859518646219767,1.6324155336650563,13.112680808754703,5.167404680087682,4.833103769356063,13.076301983106447,6.469847633954719,11.260258238816032,1.6408905119169503,7.631313648074865,2.1060897440183908,5.061842886963859,25223.514174788026,9588.466665973887,18350.583400217816,0.11,0.57,0.2,0.4,0.48,0.24,0.61,2233
248,1.5,0.8421052631578947,0.9193548387096774,0.9361702127659575,0.9117647058823529,0.8448275862068966,0.9464285714285714,0.8,10.311128140737312,16.257641633577617,20.471959230481712,13.798531416089974,14.235337550971547,16.966508134639096,12.50932753295407,19,62,47,68,58,56,70,9,9,12,12,9,12,9,78,35,53,32,39,44,27,10,53,35,56,49,44,61,3,3,0,0,3,0,3,7,2,3,4,3,1,4,85,83,86,82,80,85,74,3,5,2,6,8,3,14,5,10,9,8,9,11,8,12.41028237409455,23.862327996013608,29.378625226980056,15.097750028101977,22.98383184285074,28.76579105921457,19.73355470643916,2.556050084537775,15.041285268201499,13.807953856680625,10.266470019109345,13.46102721969008,16.10884299316016,14.160022050393689,1.8843228719197214,8.477666446007788,4.983314190991223,8.025324711110443,28525.239145230036,11961.309712046059,8565.157772502163,0.16,0.57,0.44,0.62,0.49,0.53,0.55,2234
249,1.5,0.8333333333333334,1.0,0.9090909090909091,0.9459459459459459,0.8484848484848485,0.8333333333333334,0.8658536585365854,10.308250515140047,16.0643812347578,18.470475655510914,13.030781825757465,14.174541122070575,17.101705381366074,11.923578116065924,18,54,22,37,33,18,82,9,9,9,9,9,9,12,79,43,75,60,64,79,18,9,45,13,28,24,9,70,3,3,3,3,3,3,0,5,4,3,6,3,2,7,85,88,87,87,84,87,78,3,0,1,1,4,1,10,7,8,9,6,9,10,5,13.044000295575842,14.772001379863116,27.47156457088001,12.139182249391261,18.40634529056676,33.06677725800791,16.18533508472627,2.4436056896401577,8.286378005168087,6.268939299242998,4.714972373123699,6.198979687079759,6.051746868495806,13.27197476947554,1.7351768361404538,7.284646031912416,2.1141743320040405,3.8617891010362655,14721.199057304999,5583.470386750065,27037.39828566299,0.15,0.54,0.2,0.35,0.27,0.15,0.71,2235
250,1.5,0.8214285714285714,0.8148148148148148,0.9347826086956522,0.813953488372093,0.8732394366197183,0.8666666666666667,0.8170731707317073,10.448459768284566,15.205638888985858,20.297168086806657,13.23825547742953,14.072539336453632,16.594849760537947,12.228885479967431,28,27,46,43,71,45,82,9,9,9,12,12,12,12,69,70,51,57,29,55,18,19,18,37,31,59,33,70,3,3,3,0,0,0,0,6,5,3,4,7,4,6,83,83,87,81,80,82,75,5,5,1,7,8,6,13,6,7,9,8,5,8,6,15.018998998772892,29.90684117543827,31.39776548745828,23.360181139862636,18.27277145792323,25.387893273218484,20.286011921863768,4.309180665757285,8.288464902201556,14.502262850249199,10.044877890140933,12.973667735125487,11.424551972948306,16.634529775928286,3.650005911011249,4.076396022923291,6.523722637910396,6.4923155209980905,33665.96809624019,12147.661577274092,10985.139263425954,0.23,0.22,0.43,0.35,0.62,0.39,0.67,2236
